Tweets,Category
b'Which is your favourite version? \nX by @NickyJamPR &amp; @JBALVIN \n: https://t.co/EnwHVEvWUA \n.\n.\n#x #nickyjam... https://t.co/g9wNDXMahe',Entertainment
b'RT @enriqueiglesias: Participate in the @Vh1India #MoveToMiami contest by uploading your moves on Facebook/ Twitter/ Instagram using #India...',Entertainment
b'Tell us in those comments!\n: https://t.co/iljJYIW3Aw @george_ezra #Shotgun\n.\n.\n#georgeezra #singer #songwriter... https://t.co/ESHVNWssCJ',Entertainment
b'Okay? Okay.  \nRT if this has happened to you! #SOLO \n @ddlovato @cleanbandit \n: https://t.co/2FeBUeBKHK \n.\n.... https://t.co/TYye4HkMU5',Entertainment
b'Happy Birthday to this stunner\n #perrieedwards  #littlemix #mixers #HappyBirthdayPerrieEdwards https://t.co/PCptBNwWgX',Entertainment
b'Damnnnn \nCan you rap Cardi Bs verse from I Like It? \n: https://t.co/ep2QWZQoiU @iamcardib\n.\n.\n#cardib... https://t.co/1fEp2sxGPV',Entertainment
b'Perfect day to update your chill playlist   \n.\n.\n#johnmayer #martingarrix #khalid #ocean #happy #kygo... https://t.co/gHrFvVRNOS',Entertainment
b'How many of these iconic scenes can you identify?   \nX by @NickyJamPR &amp; @JBALVIN \n: https://t.co/EnwHVEem32 \n.... https://t.co/pxn4j8PzDA',Entertainment
b'Tag the person you want to sit next to on a rainy day   #SitNextToMe @fosterthepeople \n:... https://t.co/ztLZknD17V',Entertainment
b'Whats not to like? #ILikeIt\n: https://t.co/KTHWKQnJkB \n.\n.\n#cardib #bardigang #love #instamusic #instagood... https://t.co/Selugc0SYM',Entertainment
b'Happy when Im SOLO   #FridayFeeling @cleanbandit @ddlovato #demilovato #cleanbandit #friday #fridaymood... https://t.co/12Ektn20R4',Entertainment
b' Songs youve probably not heard but will surely love!  \n.\n.\n.\n#fosterthepeople #panicatthedisco #brendonurie... https://t.co/u9lrd471we',Entertainment
b'#Throwback to this absolute jam!  @LittleMix #littlemix #mixers #thursday #thursdayvibes #love #throwbackthursday... https://t.co/rS9hMURqcB',Entertainment
b'Your weekly dose of #Dance inspo\nX by @NickyJamPR &amp; @JBALVIN \n: https://t.co/EnwHVEem32 \n.\n#x #nickyjam... https://t.co/Hqo37shQ66',Entertainment
"b'#Cabinet approves accession to WIPO Copyright Treaty, 1996 and WIPO Performance and Phonograms Treaty, 1996 which i... https://t.co/mddpuGl1Nv'",Entertainment
b'Dont drunk text your ex  \nEnjoy your #WednesdayNight SOLO!\n:https://t.co/SZGbPHism3\n.\n.\n.\n#solo #demilovato... https://t.co/rERep4DEqJ',Entertainment
"b'We werent ready but now we are obsessed! Check out @jtimberlakes new single, #SoulMate  https://t.co/jdgwrHbZqi'",Entertainment
b'Whats your fav pre-game bop? \n: https://t.co/QTLoTNXhF9 \n.\n.\n#FIFA #FIFAWorldCup2018 #2018FIFAWorldCup #FIFA18... https://t.co/jv6vNaAEPR',Entertainment
b' #wcw @camila_cabello  #womencrushwednesday #camilacabello #camila #camilizers #havana https://t.co/mFixISS1ky',Entertainment
b' is art! \n#OneKiss by @calvinharris &amp; @dualipa\n: https://t.co/l2DWRQKBDR\n.\n.\n#calvinharris #dualipa #newmusic... https://t.co/no5nm3KbLG',Entertainment
b'.@archieskills has got the moves! \nLIVE IT UP  : https://t.co/hhTCUBJ4bR @nickyjampr #WillSmith @diplo... https://t.co/9iIXxm8xQi',Entertainment
b'All you need for tonights games-  +  + The LIVE IT UP  playlist on @saavn!  https://t.co/BAsG5Hcby0\n.\n.... https://t.co/ybMaVSrfDY',Entertainment
b'Add some colour to your long commute with these bops!\n #MumbaiRains \n.\n.\n#TuesdayThoughts #Rain #Mumbai... https://t.co/FFyflJt4B5',Entertainment
b'Its  vs.  today! Who are you rooting for? #Fifa #WorldCup 2018 #LiveItUp : https://t.co/hhTCUC0F3p... https://t.co/jzfpUkPPxa',Entertainment
b'Whats your favourite rainy day song?\n.\n.\n.\n#zayn #zaynmalik #zquad #marshmello #mellogang #martingarrix #khalid... https://t.co/06wohcSGKZ',Entertainment
b'How many of these iconic couples from  shows can you name? \n: https://t.co/GtbNeG88Ab @zaynmalik \n.\n.\n#ZaynMalik... https://t.co/MtcY3mGrko',Entertainment
b'Watching last nights match like \nWho do you think is going to take home the #WorldCup? \n:... https://t.co/hm8trxAelH',Entertainment
b'#SaturdayNights are better with #OneKiss by @calvinharris &amp; @dualipa \n: https://t.co/l2DWRQt0Mj\n.\n.\n.... https://t.co/DLfIQvdDrU',Entertainment
b'Shotgun is officially #1 in the ! \nHave you heard it yet? : https://t.co/iljJYJdEZ6 @george_ezra \n.\n.\n.... https://t.co/V0Uz76MiFg',Entertainment
b'Your #FridayNight playlist has arrived! \n.\n.\n#littlemix #mixers #cheatcodes #happy  #onlyyou #lsd #sia #audio... https://t.co/JmoDLnbKNS',Entertainment
b'LIV IT UP! Which country do you think is going to take home the #WorldCup? #LiveItUp: https://t.co/hhTCUBJ4bR... https://t.co/WXh2mfEKnl',Entertainment
b'#FridayFeeling   @martingarrix @thegreatkhalid #martingarrix #khalid #friday #fridaymood #fridayvibes https://t.co/CAh5n0okFc',Entertainment
b'Just Friends \n#OneKiss by @calvinharris &amp; @dualipa\n: https://t.co/l2DWRQt0Mj\n.\n.\n#calvinharris #dualipa... https://t.co/4wkFEhf5Hw',Entertainment
b'Here to help you prepare for your #ThursdayNight \nX by @NickyJamPR &amp; @JBALVIN \n: https://t.co/EnwHVEvWUA \n.\n.... https://t.co/PYAYSjXgKG',Entertainment
b'.@Meghan_Trainor is obsessed too! \nCheck out @therajakumaris new single #IDidIt : https://t.co/oGM8GNn4VF\n.\n.... https://t.co/0e72vCWqBd',Entertainment
b'Its time!\n: https://t.co/QTLoTOeSwH \n.\n.\n#FIFA #FIFAWorldCup2018 #2018FIFAWorldCup #FIFA18 #FIFAWorldCup... https://t.co/362rCgY7Tx',Entertainment
b'Which of these songs are you listening to on repeat? \n.\n.\n#zayn #zaynmalik #edsheeran #happy  #charlieputh... https://t.co/L9UYXBbJ8S',Entertainment
b'Your weekly dose of #Dance inspo \nX by @NickyJamPR &amp; @JBALVIN \n: https://t.co/EnwHVEem32 \n.\n.\n#x #nickyjam... https://t.co/nANdax6Wmg',Entertainment
b' LIV IT UP! \n#WorldCup #LiveItUp : https://t.co/hhTCUC0F3p @nickyjampr @willsmith @diplo @strefie\n.\n.\n#FIFA... https://t.co/kKnQC3ibO1',Entertainment
b'See yourself in a  New Light  this #Wednesday \n#NewLight by @johnmayer \n: https://t.co/IfQHWMPCo8\n.\n.\n.... https://t.co/iBLUGZs82m',Entertainment
b'#wcw  @littlemix #womencrushwednesday #littlemix #mixers #onlyyou https://t.co/95PNGwjA3J',Entertainment
b'The #Queen loves it too  #SOLO by @cleanbandit &amp; @ddlovato \n : https://t.co/SZGbPHism3\n#Repost from @Madonna \n.\n.... https://t.co/FPEfJew91z',Entertainment
b'Hint : Their latest single is called #SitNextToMe! \n.\n.\n#trending #alternative #rock #goodvibes #idgaf #vibes... https://t.co/GLpwGZV8Br',Entertainment
b'Found some #WednesdayWisdom  in #Paradise  \n@george_ezra \n: https://t.co/rfvws2Xqqz\n.\n.\n.\n#georgeezra #singer... https://t.co/T7GIdJ4m3c',Entertainment
b'Serving you the coolest conversation starters \n.\n.\n#beyonce #jayz #cardib #friends #jbalvin #thisisamerica #mine... https://t.co/IeJpEs25JR',Entertainment
b'#TuesdayThoughts \n#Ocean @martingarrix @thegreatkhalid #martingarrix #khalid https://t.co/x0QbOsi2FL',Entertainment
b'Shoot! \n: https://t.co/QTLoTOeSwH \n.\n.\n#FIFA #FIFAWorldCup2018 #2018FIFAWorldCup #FIFA18 #FIFAWorldCup... https://t.co/c5jHnvjrEg',Entertainment
b'Are you exited or ARE YOU EXCITED  vs.  who are you supporting?  #WorldCup #LiveItUp  :... https://t.co/6IXaRFpjJs',Entertainment
b'#twosday  @g_eazy @halsey \n.\n.\n#geazy #halsey #love #goals https://t.co/SuDiKoz0KR',Entertainment
b' vs. ! Whos side are you on? \n #Fifa #WorldCup #LiveItUp  : https://t.co/hhTCUC0F3p @nickyjampr #WillSmith... https://t.co/04O9WwDC7X',Entertainment
b' vs. ! Whos side are you on? \n #Fifa #WorldCup #LiveItUp  : https://t.co/hhTCUC0F3p @nickyjampr @willsmith... https://t.co/UHQatBW0oc',Entertainment
b'#MondayMotivation  \n@iamcardib #BodakYellow  https://t.co/9lqIibB2m6',Entertainment
b'Do you think youre better off SOLO? @cleanbandit @ddlovato \n: https://t.co/MAukNwSrAg\n.\n.\n#solo #demilovato... https://t.co/hoDCWS9tns',Entertainment
b'.@HKane is a fan too   \n.\n.\n. \n#Fifa #worldcup #worldcup2018 #harrykane #england #onekiss... https://t.co/2QOdJJsJuE',Entertainment
b'Everything! \n: https://t.co/EtgoippuRj\n.\n.\n#charlieputh #kehlani #monday #mondaymotivation #mondaymood #pop... https://t.co/YiMg8gBOXf',Entertainment
b'Stream #EverythingIsLove now on Apple Music https://t.co/d44xBdFD9V',Entertainment
b'#Sundays are better with some @george_ezra! #Paradise  \n: https://t.co/rfvws3f1P9\n.\n.\n.\n#georgeezra  #singer... https://t.co/LFEUeTrO9J',Entertainment
b'Its a big one \n vs.  who are you supporting? \n#WorldCup #LiveItUp : https://t.co/hhTCUBJ4bR @nickyjampr... https://t.co/bl9ilxvwtk',Entertainment
b'Sound off in the comments below\nX by @NickyJamPR &amp; @JBALVIN \n: https://t.co/EnwHVEem32 \n.\n.\n.\n#x #nickyjam... https://t.co/iEOD0dG8Id',Entertainment
b'Summer essentials  \n.\n.\n.\n#zayn #dualipa #onekiss #letme #camilacabello #nickyjam #fifa #worldcup #liveitup... https://t.co/RwlBeo4hYh',Entertainment
b'#WeekendVibes   \n#Ocean @martingarrix &amp; @thegreatkhalid \nListen here - https://t.co/pfysFlXGN9\n.\n.\n.... https://t.co/oqpkBwaHyR',Entertainment
b'Get hyped!  vs.  who are you supporting?  #Fifa #WorldCup   #LiveItUp @nickyjampr #WillSmith @diplo... https://t.co/Acz5JC6dgA',Entertainment
b'#Friyay with @fosterthepeople \n#SitNextToMe #Stereotypes\n: https://t.co/tnGrmU1MUi\n.\n.\n.\n#fosterthepeople #remix... https://t.co/5SSDPDMpvz',Entertainment
b'Raise your hand if youve got #LetMe on repeat! \n: https://t.co/GtbNeG88Ab @zaynmalik \n.\n.\n#ZaynMalik... https://t.co/wn0GFwCvjD',Entertainment
b'She did it@TheRajaKumari \nCheck out her new single #IDidIt \n: https://t.co/oGM8GNn4VF\n.\n.\n.\n#RajaKumari #Music... https://t.co/HkLmpPAj8m',Entertainment
b'Its #NewMusicFriday and its only getting better with #OnlyYou by @littlemix X @CheatCodesMusic \n:... https://t.co/uhg4ze9Ska',Entertainment
b'Get hyped cause this is a big one! vs.  who are you supporting?  #WorldCup #LiveItUp : https://t.co/hhTCUC0F3p... https://t.co/2Q0M9vsrrG',Entertainment
"b'You dont know youre beautiful, \nAnd thats what makes you beautiful #throwbackthursday #tbt #onedirection ... https://t.co/NRkpF1m3S9'",Entertainment
b'Happy #WorldMusicDay! Tell us which song youre celebrating with \n.\n.\n.\n#DuaLipa #CardiB #JBalvin #LSD #Sia... https://t.co/fqdqRdSmgV',Entertainment
b' vs.  today! Who are you supporting? #Fifa #WorldCup #LiveItUp  : https://t.co/hhTCUBJ4bR @nickyjampr... https://t.co/MSPGXBS6Uz',Entertainment
b'ONE KISS is all it takes!\n#OneKiss by @calvinharris &amp; @dualipa\n: https://t.co/l2DWRQt0Mj\n.\n#calvinharris #dualipa... https://t.co/XOazrl4JQG',Entertainment
b'Brace yourselves  #AnotherOne\n(: @djkhaled) \n.\n.\n.\n#justinbieber #djkhaled #wednesdaywisdom #wednesday... https://t.co/mRIPei8PPo',Entertainment
"b'     ,   ...\nA song beautifully composed and sung by @aroyfloyd ,he... https://t.co/oKuGp3rxoW'",Entertainment
b'RT @SVFsocial:       #BidaayByomkesh In Cinemas Tomorrow.\n\nBook tickets here: https://t.co/8C3mgqjH...',Entertainment
"b'RT @SVFsocial:     \n  ...\n\n#MomerShohor , second song from #Crisscross coming up This Friday at 6 PM. https:/...'",Entertainment
b'RT @Yash_Dasgupta:  https://t.co/1PJxCV8gO8',Entertainment
b'A love song with a quirky twist... \n#HoyeJeteyPaari Revisited Releasing Tomorrow\n\n@raiisonai @Yash_Dasgupta... https://t.co/kvgqdu9sId',Entertainment
"b'RT @SVFsocial:   ..\n  ,  ..\nNew song #MomerShohor coming up this Friday at 6 PM. #Crisscross https://t.co/i...'",Entertainment
"b'RT @SVFsocial: ""#BidaayByomkesh-       ,""  @debaloy033  @Ei_Samay- : https://t.co/AV...'",Entertainment
b'#BoudiSuperhit touches a whooping 3 million+ views on @YouTubeIndia ...\nOne surely cannot get enough of our gorgeou... https://t.co/JsuUPXztm3',Entertainment
b'RT @BirsaDasgupta: #MomerShohor the second song from #Crisscross is coming up this Friday at 6 PM. Stay tuned!\n@SVFsocial https://t.co/rK1X...',Entertainment
"b'RT @SVFsocial: Advance Booking for #BidaayByomkesh is now open. Get your tickets here: https://t.co/8C3mgqjHHs , https://t.co/SDJsUMp8Fs ....'",Entertainment
b'#TomakeChai from #Gangster touches 16 Million+ Views! \nKeep the love coming and let the numbers rise. \nListen to th... https://t.co/XxvdsuVVl7',Entertainment
"b'RT @OnlineTollywood:        ,   \n#ShahJahanRegency  @ebelaonline : h...'",Entertainment
"b""RT @SVFsocial: As you celebrate life with #Duniya from #Crisscross , take a look at some of the moments from the song's recording!\n\n@mimich...""",Entertainment
"b'Thank you so much, @TataSky! \n#BidaayByomkesh In Cinemas This Friday https://t.co/8hSBmO5aJd'",Entertainment
b'RT @itsmeabir: Let it be a double dhamaka @Paytm @SVFsocial #BidaayByomkesh https://t.co/ulxQVeEtLs',Entertainment
b'RT @PaytmTickets: #DidYouKnow: #BidaayByomkesh is the first film in which @itsmeabir plays a double role. @SVFsocial https://t.co/BbW7IdDRv3',Entertainment
b'RT @BirsaDasgupta: Mehers Tuesday #Crisscross @nusratchirps @SVFsocial #Releasing10thAugust https://t.co/PyEWy5FCzW',Entertainment
b'RT @SVFsocial: Tune in to @Zee24Ghanta right away to catch glimpses from #ShahJahanRegency Mahurat. https://t.co/iIgRHKz9H5',Entertainment
b'Your eyes and heart can never get enough of her...\nPresenting the Hits of @nusratchirps Playlist :... https://t.co/Wt34v31mSA',Entertainment
"b'RT @SVFsocial: You all have seen how @itsmeabir was transformed into an aged Byomkesh for #BidaayByomkesh .\n\nBut before that, there was a s...'",Entertainment
b'RT @SVFsocial:    #Fidaa . Now Running at theatres near you. \n\nBook tickets here: https://t.co/GuT8PVhoET .\n@Yash_Dasgupta...',Entertainment
"b'RT @SVFsocial: With your love, #Uma has entered its 7th week at the box-office. Thank you everybody! https://t.co/njWfGnoCJa'",Entertainment
b'RT @SVFsocial: The love Team #Fidaa got at @SVFCinemas Narendrapur was overwhelming! Take a look and book tickets here to catch the movie a...',Entertainment
"b'RT @srijitspeaketh: Every new journey is special. This one more so, as it takes off on one of the earliest novels I read which left an inde...'",Entertainment
"b'RT @SVFsocial: The Mahurat of #ShahJahanRegency was a star-studded one. Here are some glimpses for you, more on https://t.co/ry3iRMeSDB . h...'",Entertainment
"b' ...    ,       ...\n#ShondhyeNamarAagey OUT NOW :... https://t.co/FK97gik9kP'",Entertainment
b'Here are your #Top5 favourite songs from the month of June. \nEnjoy ! https://t.co/I13bkckcTh',Entertainment
"b""Listen to the chartbusters of Tollytown's scintillating beauty @mimichakraborty with the #HitsofMimi Playlist :... https://t.co/VUNGXr2EPZ""",Entertainment
b'Join Ishaan and Khushi as they define love on the big screens...\nWatch #Fidaa in a theatre near you :... https://t.co/abAZOjhBqg',Entertainment
b'Resounding lyrics that the inner fighter in you will always remember...\nListen to #GolpoAmarPhurolo :... https://t.co/E5F4Z6qjKa',Entertainment
"b'RT @SVFsocial: #BidaayByomkesh- -,        @ebelaonline-  @itsmeabir : https://t.co/LbIMuMV...'",Entertainment
b'RT @SVFsocial: #BidaayByomkesh In Cinemas This Friday.\n\n@itsmeabir @sohinisarkar01 @rahuloday @debaloy033 @joysengupta97 @rupankarbagchi @s...',Entertainment
b'RT @MyAnandaBazar:                  \n...',Entertainment
"b'Songs that tell many stories, an album that is musically reminiscent of a unique nostalgia...\nPresenting... https://t.co/c2x4vmddq3'",Entertainment
"b'RT @SVFsocial: #Haldia are you all set to meet Ishaan @Yash_Dasgupta and Khushi @sanjbee ? See you at City Centre, today 6:30 PM.\n\n#Fidaa N...'",Entertainment
"b'RT @hoichoitv:     ?     ?\n#Boomerang, a hoichoi original film : Official Trailer. Visit: https:/...'",Entertainment
b'RT @nusratchirps: A story of 5 Lives crisscrossing each other in 1 day. \nHere goes the official poster of #Crisscross. In Cinemas 10th Augu...',Entertainment
"b'RT @SangeetBangla:    #Crisscross   \nHere is the official poster of #Crisscross , releasing 10th August.\n@mimichakrabort...'",Entertainment
b'RT @mimichakraborty: Here goes the official poster..Lets see how we #CrissCross in cinemas 10th August https://t.co/GtPSfjWuKQ',Entertainment
b'A story of 5 Lives crisscrossing each other in 1 day. \nHere goes the official poster of #Crisscross. In Cinemas 10t... https://t.co/ghZxChlAON',Entertainment
b'RT @SVFsocial: Lives will crisscross today.\n\n#Crisscross Official Poster coming up at 12 PM. https://t.co/5AQ6Iz367f',Entertainment
"b'Tell us your favourite @Yash_Dasgupta - @sanjbee song : \n#Tomake , #HoyeJeteyPaari or #EkaDin ?\nAnd watch #Fidaa in... https://t.co/4UyP17hqhD'",Entertainment
b'#BojhenaSheyBojhena from #PremAmar touches 8 Million+ Views! \nThank you for showering the love upon us!... https://t.co/EwGyKVe369',Entertainment
b'RT @itsmeabir: As promised the first song #ShondhyeNamarAagey from #BidaayByomkesh \n\n     ! @debaloy033 @sohinisarkar01 @...',Entertainment
b'RT @SangeetBangla:      \nPresenting #ShondhyeNamarAagey from #BidaayByomkesh : https://t.co/Rwwr3c80y4 .\n\nIn Cinemas...',Entertainment
"b'RT @hoichoitv:     \nPresenting #ShondhyeNamarAagey from #BidaayByomkesh.\nWatch the full video song, for Free, on #hoi...'",Entertainment
b'     Presenting #ShondhyeNamarAagey from #BidaayByomkesh : https://t.co/KtLQW1mxzi .\n\nIn Cine... https://t.co/8GnWKRD2Zq',Entertainment
"b""All time charbusters of Tollytown's superstar @idevadhikari to make this weekend a perfect one with the #HitsofDev... https://t.co/8NTA6stKWg""",Entertainment
"b'RT @SVFsocial: #Bolpur , are you ready to go #Fidaa with Ishaan @Yash_Dasgupta and Khushi @sanjbee today?\n\nCheck out the details below and...'",Entertainment
b'Get yourself a divine start to this day with #JaagoUma from #Uma : bit.lyJaagoUma .\n\n@Jisshusengupta @SaraSengupta... https://t.co/qXHxhdelGV',Entertainment
"b""Melody that pleases the ears, touches the heart. \nListen to @shreyaghoshal 's melodic voice in the #BestofShreya Pl... https://t.co/jZ7qs62BYX""",Entertainment
b'RT @hoichoitv:   ... #SheiJeHoludPakhi Season Finale Streaming Tomorrow. \n#GolpoAmarPhurolo #hoichoiOriginals https://t.co/8hOw...',Entertainment
"b""RT @SVFsocial: How about watching #Fidaa with Ishaan &amp; Khushi?\n\nBook your tickets for today's 5:30 PM @SVFCinemas Narendrapur show and watc...""",Entertainment
b'Celebrating 3 Million+ Views of #OBondhu Female Version from #Sathi ! Thank you for the unending love ! Keep it com... https://t.co/EaCjbO8x8x',Entertainment
b'#Duniya also available on :\n@Deezer : https://t.co/ZCIA5dqZrH \n@Spotify : https://t.co/PLlqq5YOnm \n@hoichoitv :... https://t.co/JtccMq9TMr',Entertainment
b'#Duniya now available on :\n@WynkMusic : https://t.co/t2syLbm84M\n@Hungama_com : https://t.co/eeDZRP2Qx9\n@AppleMusic : https://t.co/k3Y3EYxe4e',Entertainment
"b'Celebrate the free-spirit of every woman around you with #Duniya from #Crisscross , OUT NOW :... https://t.co/yJ8SHWQWRr'",Entertainment
"b'RT @SVFsocial: Meet DCP Abhimanyu Bakshi, son of Byomkesh and Satyabati. \n\n#BidaayByomkesh In Cinemas 20th July. \n\n@joysengupta97 @itsmeabi...'",Entertainment
b'RT @SVFsocial:     #Fidaa . In Cinemas Tomorrow.\n\nGet your tickets here: https://t.co/GuT8PUZNgj . https://t.co/xLPkBF8lX1',Entertainment
"b'RT @SVFsocial: Tomorrow go #Fidaa with Ishaan @Yash_Dasgupta and Khushi @sanjbee at @SVFCinemas Narendrapur, 5:30 PM show.\n\nBook tickets he...'",Entertainment
"b'RT @SVFsocial:       I love you ,    kick   Hit  and RT if you agree! \n\n#Fidaa In C...'",Entertainment
b'RT @SVFsocial: An aged Byomkesh and his grandson Satyaki- @itsmeabir shares his experience of playing both the characters for one film.\n\n#B...',Entertainment
"b'    ,      ...\nFeel the essence of love with #ChupiChupi from #LeHaluaLe :... https://t.co/TAf5SUwzTu'",Entertainment
"b'      ,       ...\nLive up to the promises of togetherness with... https://t.co/M61tr2gQUT'",Entertainment
b'RT @SVFsocial:        \n#BidaayByomkesh In Cinemas 20th July.\n\n@itsmeabir @sohinisarkar01 @rahuloday @debaloy03...',Entertainment
b'The clock is ticking !\nCelebrate love with Khushi and Ishaan at a theatre near you ...\n#Fidaa In Cinemas Tomorrow.... https://t.co/Cuf4YVhYdh',Entertainment
"b""RT @nusratchirps: Celebrate your life.. celebrate the womanhood.\nHere's #Duniya from #Crisscross : https://t.co/eudiutLNrG\n\n@BirsaDasgupta...""",Entertainment
"b""Tunes that are truly festive in spirit and essence...\nPresenting #HoliAyoRe in none other than @UjjainiMjee 's vibr... https://t.co/UljQ62eRR4""",Entertainment
"b""       ,    ...\nHere's #Duniya for women who become their own heroes :... https://t.co/AoIxlGcxiV""",Entertainment
"b'RT @SVFsocial: #Durgapur , are you ready to meet the #Fidaa pair?\nSee you all at #JunctionMall , tomorrow 6:30 PM onwards. https://t.co/VfP...'",Entertainment
b'RT @SangeetBangla:   ...     #Fidaa advance booking opens now. \nBook your tickets here : https://t.co/r4znHURE7Z...',Entertainment
"b'RT @SVFsocial: This Friday, love gets a new name with #Fidaa . #FidaaThisFriday\n\nAdvance Booking Now Open. Get your tickets here: https://t...'",Entertainment
"b""A playlist for all those who fell for @itsmeabir 's charm every time : https://t.co/W05ZcEPrNF . https://t.co/1yzVxYIkKB""",Entertainment
b'RT @SVFsocial:        \n\n#BidaayByomkesh In Cinemas 20th July. https://t.co/df0Xln9fO7',Entertainment
"b'RT @SVFsocial: #Fidaa-     ,        ,  @ArinArindom-  ...'",Entertainment
b'The conflict between love and ego begins in 2 days.\n\n#Fidaa in cinemas this Friday!\n\n@Yash_Dasgupta @sanjbee... https://t.co/d5XNo6RWsY',Entertainment
"b'Now listen to all your favourite tracks from #Uma , available on @AppleMusic : https://t.co/xWgojiOHWU .... https://t.co/g0js8EhEEl'",Entertainment
b'RT @ipritamofficial: Heard #Duniya yet? Really proud of @jam8studio &amp; @Subhadeep2912 for composing &amp; @niki_gandhi for singing this beautifu...',Entertainment
"b'  ,    ...\nListen to #SheshEsheGyacheJani : https://t.co/OH7LXIo0qg ,\n#SheiJeHoludPakhi |... https://t.co/9EfbZH0xQ4'",Entertainment
"b""Listen to your favourite chartbusters of Tolly Heartthrob @AnkushLoveUAll ... \nHere's #BestOfAnkush playlist for yo... https://t.co/uZXHd6sMyT""",Entertainment
"b'    ,  ...\nKeep egos aside and let love grow with #PiyaBina :... https://t.co/oa1HWeLYbx'",Entertainment
b'RT @SVFsocial:        \n#Fidaa In Cinemas This Friday.\n\n@Yash_Dasgupta @sanjbee @andyact @SairityBanerje1 @...',Entertainment
b'RT @BirsaDasgupta: #Crisscross music by @jam8studio \nHeres to a new beginning..           \nThis wouldnt have been possible without @shrik...',Entertainment
b'Let love conquer hearts the #Fidaa way !\n\nIn Cinemas 13th July\n\n@Yash_Dasgupta @sanjbee @Pathikrit91 @SVFsocial https://t.co/5C5Dcn6c3G',Entertainment
b'RT @SangeetBangla:      @Yash_Dasgupta  @sanjbee     #Fidaa      Till then  ...',Entertainment
b'RT @itsmeabir:   .... #BidaayByomkesh releases in few days..before that the metamorphosis for you all.. https://t.co/OWUocyfavo',Entertainment
b'RT @SVFsocial:        \n\n#BidaayByomkesh In Cinemas 20th July.\n\n@itsmeabir @sohinisarkar01...',Entertainment
"b""Here's what went into making @itsmeabir transform into our grey-haired Byomkesh!\nNow sneak into the Behind-The-Scen... https://t.co/vzNMqhmJNu""",Entertainment
b'Ishaan and Khushi are coming to paint the town with love. \nOnly 4 Days to go for #Fidaa. \n\nIn Cinemas 13th July.... https://t.co/xpD4QhVgKb',Entertainment
b'Look through those droplets of rain outside your window and give into those cloudy skies today with a... https://t.co/KSM82HdPAL',Entertainment
"b""RT @JayaAhsan2: Author Smaranjit Chakrabortys debut as a lyricist. Subhadeep Mitras debut composition. @jam8studio's debut Bengali film m...""",Entertainment
"b'RT @SVFsocial: Before they romance on the big screen, Ishaan @Yash_Dasgupta and Khushi @sanjbee went around Kolkata, spreading love. @Calcu...'",Entertainment
b'RT @itsmeabir: Unfair @BirsaDasgupta too many favourites in one film #Crisscross I am heavily biased @SVFsocial \n\nTight hugs to my lovelies...',Entertainment
b'RT @SVFsocial: #Crisscross Teaser #NowTrending at #No3 on @YouTubeIndia . Keep the love coming!\n\nWatch it here once more: https://t.co/HvMR...',Entertainment
b'RT @ipritamofficial: #Crisscross teaser looks intriguing and how! https://t.co/s5OdMc0H5P \nBig big hug to @birsaDasgupta \nCongratulation...',Entertainment
b'RT @BirsaDasgupta: Author Smaranjit Chakrabortys debut as a lyricist. Subhadeep Mitras debut composition. JAM8s debut Bengali film music...',Entertainment
"b'RT @SangeetBangla:    , ,  ,         \n\nThe first song #Duniya composed by @jam8studio from...'",Entertainment
b'RT @jam8studio: #Duniya is out now.. First song from #Crisscross.. Beautiful composition by @Subhadeep2912 and sung by @niki_gandhi \n@Birsa...',Entertainment
"b""RT @SVFsocial: Celebrate life with #Duniya .\nPresenting the first song from #Crisscross , sung by @niki_gandhi and @jam8studio's debut in B...""",Entertainment
"b""Celebrate life with #Duniya .\nPresenting the first song from #Crisscross , sung by @niki_gandhi and @jam8studio's d... https://t.co/CBdTqb4Mn8""",Entertainment
b'Thanks for all your love and support to Tera Fitoor.\nCheers \nhttps://t.co/2KpmuGyoRn',Entertainment
b'RT @genius_themovie: The love anthem of 2018 has painted the B-town in love! Watch #TeraFitoor now: https://t.co/d8D7pKQV9g \n\n@iutkarsharma...',Entertainment
b'RT @quaintrelle_ish: So happy to say that #TeraFitoor by Himesh Reshammiya and Arijit Singh is finally out now! Hope you guys love it as mu...',Entertainment
b'RT @Koimoi: The love anthem of the year #TeraFitoor is out now! \n\n@genius_themovie @raisonaii @Anilsharma_dir @tipsofficial  @HRMusikL...',Entertainment
b'#TeraFitoor enjoy  https://t.co/2KpmuGyoRn',Entertainment
b'RT @kumaarofficial: Tera fitoor jabse chadh gaya re\nIshq jo zara sa tha wo badh gaya re\nAage bhi hai kal sunayenge\n@Anilsharma_dir @HRMusik...',Entertainment
b'RT @Anilsharma_dir: #1DaytoTeraFitoor #TeraFitoor till then enjoy song teaser... https://t.co/KTHB3Qt4mv @genius_themovie @iutkarsharma @qu...',Entertainment
b'#TeraFitoor teaser https://t.co/EFf0kIv6n9',Entertainment
b'RT @KomalNahta: Fitoor.. fitoor..fitooor..#TeraFitoor releasing on 12th. Watch out for the song teaser tom 10am @tipsofficial  #terafitoor...',Entertainment
b'RT @Anilsharma_dir: #2DaystoTeraFitoor ... #terafitooronpublicdemand ... song teaser tomorrow at 10am @tipsofficial... @iutkarsharma @quain...',Entertainment
